x,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MATERIAL,INVERT,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,YTD_COST,LIFECYCLE_COST,CONDITION,CONDITIONDATE,FLOW_WEIR,LAST_INSP_DATE,INSTALL_DATE,MAKE,MODEL,MANUFACTURER,VENDOR,I_I_SOURCE,I_I_QUANTITY,CONDITION_NOTATION,CRE_DATE,MOD_DATE,ENABLED,Latitude,Longitude
860,0,Ball,1000141334,27993,1245811273,75,PVC Plastic,0.78,Abandoned,4515,1977,Surrey,,LINE BW-G,Final AB,,,,,,,,,,,,,,,,20051117,20160708,0,49.207034,-122.876388
861,8,LPS Lateral Gate,1002183362,,1303311585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212678,-122.860486
862,3,Gate,1001897278,,1311011586,75,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.212684,-122.858362
863,8,LPS Lateral Gate,1001699732,,1225211405,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.209446,-122.882078
864,2,Expansion Joint,1001699743,,1221911341,100,,,In Service,4711-9020-00,2013,Surrey,,EEBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20141028,1,49.20829,-122.882998
865,3,Gate,1000141301,22375,1366310025,350,Ductile Iron,,In Service,4793-327,1999,Surrey,,ON FORCE MAIN,Final AB,,,,,,,,,,,,,,,,20011220,,1,49.184418,-122.843184
866,0,Ball,1001140656,,1238311534,100,Reinforced Concrete,,Abandoned,F/T,2009,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20091118,20160708,0,49.211775,-122.87845
867,8,LPS Lateral Gate,1002183356,,1292311585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212682,-122.863531
868,3,Gate,1001408399,,1237811431,100,,0.2,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120417,20160708,1,49.2099,-122.878596
869,3,Gate,1002159757,,1878802784,150,PVC Plastic,,In Service,7807-0395-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190307,20191023,1,49.05311,-122.702474
870,3,Gate,1001411217,,1296011307,125,Ductile Iron,3.1,In Service,4708-3140-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120501,20160708,1,49.207641,-122.862519
871,3,Gate,1002210295,,1261301757,200,Ductile Iron,,In Service,S-16300,2019,Surrey,,,Final AB,,,,,,,,,,,,,,,,20191011,20191011,1,49.034838,-122.87254
872,0,Ball,1000141168,27445,1209710674,150,Ductile Iron,0.84,Abandoned,4516,1978,Surrey,,LINE BSW-I,Final AB,,,,,,,,,,,,,,,,20051027,20190415,0,49.196188,-122.88638
873,3,Gate,1000141129,24714,1203010988,200,Ductile Iron,0.03,In Service,4798-004-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040216,,1,49.201898,-122.888202
874,3,Gate,1001795829,,1308611508,150,Cast Iron,1.72,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.211282,-122.859035
875,8,LPS Lateral Gate,1001792954,,1235511519,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.21149,-122.879226
876,2,Expansion Joint,1001793582,,1306711630,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,,1,49.213488,-122.859547
877,2,Expansion Joint,1001897190,,1288011480,200,,,In Service,4714-5340-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.210782,-122.864726
878,3,Gate,1000141268,25240,1295711311,150,Clay Tile,100,Abandoned,,,Surrey,,AS PER OPERATIONS,,,,,,,,,,,,,,,,,20040528,20190723,0,49.207702,-122.862606
879,8,LPS Lateral Gate,1002183350,,1287411585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212683,-122.864892
880,3,Gate,1002127933,,1414005413,200,,,In Service,S-3077,2016,Surrey,,,Final AB,,,,,,,,,,,,,,,,20180815,20180815,1,49.100951,-122.830307
881,3,Gate,1000141125,24596,1117509706,300,Ductile Iron,3.94,In Service,SF-2207,2000,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20040210,20140509,1,49.17871,-122.911869
882,8,LPS Lateral Gate,1001794001,,1298311661,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.21405,-122.861864
883,8,LPS Lateral Gate,1001792643,,1219111289,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.20734,-122.883768
884,0,Ball,1001941236,,1672003132,50,,,In Service,7815-0005-00,2017,Surrey,,,Final AB,,,,,,,,,,,,,,,,20170724,20180206,1,49.059532,-122.7594
885,0,Ball,1000141360,28139,1267811343,63,Ductile Iron,1.04,Abandoned,4515,1978,Surrey,,LINE BE-A,Final AB,,,,,,,,,,,,,,,,20051124,20190501,0,49.208302,-122.870294
886,0,Ball,1000141371,28196,1277111509,75,Ductile Iron,0.76,Abandoned,4515,1978,Surrey,,LINE BE-F,Final AB,,,,,,,,,,,,,,,,20051128,20190429,0,49.21131,-122.867725
887,3,Gate,1000141394,22596,1389403500,200,Ductile Iron,1.61,Abandoned,S-810,1993,Surrey,,SEE S-102-049,Final AB,,,,,,,,,,,,,,,,20011017,20160708,1,49.066346,-122.837187
888,8,LPS Lateral Gate,1001795851,,1307511547,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141104,20160708,1,49.211979,-122.859322
889,8,LPS Lateral Gate,1002212757,,1265811278,50,,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20191101,20191101,1,49.207125,-122.870863
890,8,LPS Lateral Gate,1001792805,,1229411475,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.21071,-122.880913
891,3,Gate,1001435485,,1325405446,200,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20121004,20180816,1,49.101576,-122.854721
892,3,Gate,1000141308,26528,1499406396,250,Clay Tile,10.41,In Service,4702-0540-00,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20050421,,1,49.118705,-122.806698
893,3,Gate,1000141283,22311,1358109497,500,Ductile Iron,,In Service,4793-327,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011211,,1,49.174875,-122.845464
894,3,Gate,1001150935,,1358711518,250,Ductile Iron,3.58,In Service,4707-3130-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100223,20140618,1,49.211435,-122.845194
895,0,Ball,1000141142,27305,1196410513,100,Ductile Iron,0.8,In Service,4516,1978,Surrey,,LINE BSW-B,Final AB,,,,,,,,,,,,,,,,20051025,,1,49.193302,-122.890051
896,3,Gate,1001200931,,1250210724,200,Steel,2.7,In Service,7806-0035-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110614,20110614,1,49.197108,-122.875187
897,3,Gate,1000141154,21743,1277711033,100,Ductile Iron,,In Service,7888-0301,1995,Surrey,,FOR PRIVATE FM,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.202694,-122.867598
898,3,Gate,1001211641,,1680707695,75,Ductile Iron,1.28,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130118,20130118,1,49.142107,-122.756581
899,8,LPS Lateral Gate,1001699726,,1223711378,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208954,-122.882476
900,3,Gate,1001157669,,1760510429,300,Ductile Iron,2.48,In Service,4705-4550-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100427,20100427,1,49.19154,-122.73433
901,3,Gate,1001556479,,1357305497,300,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20121011,20180817,1,49.102487,-122.845923
902,3,Gate,1000141255,26176,1648409288,100,Clay Tile,18.28,In Service,7800-0161-00,2004,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20050222,,1,49.170957,-122.765358
903,2,Expansion Joint,1001794107,,1260511210,75,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141031,20141031,1,49.205894,-122.872318
904,3,Gate,1001408490,,1237611277,100,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120417,20160708,1,49.207118,-122.878639
905,2,Expansion Joint,1001699752,,1211811262,75,,,In Service,4711-9020-00,2013,Surrey,,EBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20130827,1,49.206862,-122.885772
906,3,Gate,1000817889,,1645509358,75,Ductile Iron,,In Service,7803-0162-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070201,20070501,1,49.172215,-122.766171
907,3,Gate,1001152646,,1456403490,350,Ductile Iron,,In Service,4706-4590-00,2009,Surrey,,NORMALLY OPEN,Final AB,,,,,,,,,,,,,,,,20100315,20160708,1,49.066134,-122.818746
908,2,Expansion Joint,1000795261,,1919005112,250,Ductile Iron,4.22,In Service,4704-7540-01,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060803,20060803,1,49.095201,-122.691146
909,3,Gate,1002214532,,1697907937,50,Polyethylene,,In Service,7816-0235-00,2019,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20191114,20200525,1,49.146477,-122.751824
910,8,LPS Lateral Gate,1001795871,,1307311585,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141104,20160708,1,49.212677,-122.859394
911,3,Gate,1000141120,26958,1282211151,75,Polyethylene,2.5,In Service,4798-504,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20050623,,1,49.204803,-122.866348
912,0,Ball,1000851879,,,150,Ductile Iron,,In Service,4707-3040-00,2008,Surrey,,CLOSED,Final AB,,,,,,,,,,,,,,,,20080529,20160708,1,49.055273,-122.884017
913,2,Expansion Joint,1001793398,,1280411630,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20141030,1,49.2135,-122.866828
914,3,Gate,1001699678,,1215511331,75,Cast Iron,0.35,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208105,-122.884765
915,3,Gate,1001810372,,1175310744,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.197489,-122.895881
916,8,LPS Lateral Gate,1001793571,,1292311631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213502,-122.863533
917,2,Expansion Joint,1001795876,,1308211590,150,Polyethylene,0.4,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.21277,-122.859137
918,3,Gate,1001699736,,1221911342,100,Cast Iron,0.18,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208309,-122.882984
919,0,Ball,1001077720,,1198610475,75,Steel,,In Service,7805-0051-00,2008,Private,,,Final AB,,,,,,,,,,,,,,,,20090113,20090113,1,49.192617,-122.889459
920,8,LPS Lateral Gate,1001883037,,1262311278,50,Cast Iron,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20160707,20160708,1,49.207138,-122.871843
921,0,Ball,1000141285,27730,1287611624,75,Ductile Iron,0.63,Abandoned,4515,1978,Surrey,,LINE BE-H,Final AB,,,,,,,,,,,,,,,,20051107,20160708,0,49.213377,-122.86481
922,0,Ball,1000141364,28159,1277611391,75,Ductile Iron,0.67,Abandoned,4515,1978,Surrey,,LINE BE-A,Final AB,,,,,,,,,,,,,,,,20051125,20190430,0,49.209172,-122.867602
923,3,Gate,1000141410,21755,1600701282,50,Ductile Iron,,In Service,4514,1979,Surrey,,AIR RELEASE VALVE & BOX,Final AB,,,,,,,,,,,,,,,,20011029,,1,49.026106,-122.779171
924,3,Gate,1001199688,,1707800361,250,Ductile Iron,,In Service,7807-0041-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110603,20110603,1,49.009375,-122.749795
925,3,Gate,1001129830,,1193910222,200,Ductile Iron,,In Service,SF-1230,2002,Surrey,,,Final AB,,,,,,,,,,,,,,,,20090805,20090805,1,49.188047,-122.890756
926,2,Expansion Joint,1001699747,,1213111375,75,,,In Service,4711-9020-00,2013,Surrey,,EBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20130827,1,49.208908,-122.885414
927,8,LPS Lateral Gate,1001792642,,1219911305,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.20763,-122.88353
928,3,Gate,1001925793,,1357809489,375,Steel,,In Service,4714-5290-00,2017,Surrey,,,Final AB,,,,,,,,,,,,,,,,20170404,20170404,1,49.174722,-122.845546
929,3,Gate,1001795857,,1308211586,75,Cast Iron,0.4,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.212684,-122.859126
930,3,Gate,1001152633,,1442503511,200,Ductile Iron,,In Service,4703-5050-00,2009,Surrey,,Valve is Closed,Final AB,,,,,,,,,,,,,,,,20100315,20160708,1,49.06651,-122.822568
931,3,Gate,1001213557,,1278711224,75,,1.81,In Service,7802-0222-00,2011,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110920,20110920,1,49.20615,-122.867296
932,3,Gate,1001897306,,1285411258,75,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190506,20190506,1,49.206754,-122.865444
933,8,LPS Lateral Gate,1002183343,,1282311585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212685,-122.866304
934,3,Gate,1000141398,21713,1353603305,50,Polyethylene,3.7,In Service,4797-9020-00,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011019,20120507,1,49.062826,-122.847052
935,8,LPS Lateral Gate,1001793324,,1259411629,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213484,-122.872604
936,3,Gate,1001211642,,1676707695,75,Ductile Iron,1.6,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130118,20130118,1,49.142106,-122.757684
937,2,Expansion Joint,1001792810,,1219711300,75,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.207541,-122.883597
938,8,LPS Lateral Gate,1001793613,,1309811631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213498,-122.858699
939,2,Expansion Joint,1001897311,,1287911263,75,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190506,20190506,1,49.206847,-122.864768
940,0,Ball,1000141174,27498,1203510556,150,Ductile Iron,0.93,In Service,C-4122,1989,Surrey,,LINE BSW-G,Final AB,,,,,,,,,,,,,,,,20051029,,1,49.194074,-122.888102
941,3,Gate,1001199690,,1708000361,300,Ductile Iron,,In Service,7807-0041-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110603,20110603,1,49.00937,-122.749735
942,8,LPS Lateral Gate,1002183390,,1310311585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212675,-122.858562
943,3,Gate,1001897355,,1538807441,150,Ductile Iron,,In Service,4715-4280-00,2016,Surrey,,Rim 1.75 -  - For Pressure Monitor,Final AB,,,,,,,,,,,,,,,,20161118,20161118,1,49.137595,-122.795761
944,3,Gate,1000141300,22371,1365910008,150,Ductile Iron,,In Service,4793-327,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011220,20130325,1,49.184107,-122.8433
945,3,Gate,1001409731,,1253811428,200,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120420,20161117,1,49.209849,-122.874181
946,3,Gate,1001793046,,1237611533,150,Cast Iron,1.06,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211752,-122.878641
947,8,LPS Lateral Gate,1001794158,,1273111221,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.206097,-122.868848
948,3,Gate,1000847348,,,300,Ductile Iron,15.28,In Service,4799-3030-00,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080325,20080325,1,49.147619,-122.812387
949,3,Gate,1001795842,,1308611546,150,Cast Iron,1.68,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.211972,-122.859041
950,3,Gate,1001361347,,1558807531,600,Steel,15.71,In Service,4705-6020-00,2011,Surrey,,53 Turns,Final AB,,,,,,,,,,,,,,,,20120221,20140724,1,49.139201,-122.790238
951,8,LPS Lateral Gate,1001793395,,1280511631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213508,-122.86678
952,2,Expansion Joint,1001793588,,1310011630,75,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20141030,1,49.21349,-122.858627
953,3,Gate,1001930511,,1229810368,600,,,In Service,4714-5330-00,2016,Surrey,,,Final AB,,,,,,,,,,,,,,,,20170509,20170509,1,49.190678,-122.880832
954,8,LPS Lateral Gate,1001792647,,1216311238,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.206415,-122.884529
955,3,Gate,1001211637,,1680707744,75,Ductile Iron,8.18,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130121,20130121,1,49.142999,-122.756581
956,0,Ball,1000795979,,1812000764,100,Ductile Iron,7.6,In Service,7893-0230-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060816,20060816,1,49.016596,-122.721092
957,3,Gate,1001222558,,1857009820,450,Steel,8.54,In Service,4707-3120-00,2011,Surrey,,Cathodic Protected,Final AB,,,,,,,,,,,,,,,,20111207,20111207,1,49.18045,-122.707754
958,3,Gate,1001563016,,1216310447,75,Cast Iron,,In Service,4705-7560-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130114,20130114,1,49.192107,-122.88456
959,3,Gate,1001793336,,1275411630,150,Cast Iron,0.8,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213495,-122.868196
960,3,Gate,1000141314,25908,1595203711,400,Ductile Iron,,In Service,7801-0213-00,2004,Surrey,,,Final AB,,,,,,,,,,,,,,,,20041028,,1,49.070051,-122.780508
961,3,Gate,1001810829,,1203010972,250,Cast Iron,-0.31,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.20161,-122.888222
962,3,Gate,1001822354,,1308911507,100,Cast Iron,,In Service,4714-4120-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150514,20150514,1,49.211261,-122.858935
963,3,Gate,1000141261,22865,1443003520,200,Ductile Iron,,In Service,4796-5010-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020605,20160708,1,49.066683,-122.82242
964,3,Gate,1001810394,,1182010609,250,Cast Iron,-0.86,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.195044,-122.894039
965,0,Ball,1000141289,27757,1299111624,150,Ductile Iron,0.9,Abandoned,1794-308,2000,Surrey,,,Final AB,,,,,,,,,,,,,,,,20051107,20160708,0,49.213372,-122.861644
966,3,Gate,1001408897,,1237711429,100,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209875,-122.878631
967,8,LPS Lateral Gate,1002183353,,1290411585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212682,-122.864066
968,2,Expansion Joint,1001699751,,1215411329,75,,,In Service,4711-9020-00,2013,Surrey,,EBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20130827,1,49.20807,-122.884792
969,0,Ball,1000141220,27594,1231010918,150,Ductile Iron,0.2,In Service,4516,1978,Surrey,,LINE BSW-K,Final AB,,,,,,,,,,,,,,,,20051101,,1,49.200614,-122.880494
970,3,Gate,1001150925,,1335811422,350,Ductile Iron,3.09,In Service,4708-3020-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100223,20110118,1,49.209712,-122.851519
971,3,Gate,1001195965,,1694207836,75,Steel,,In Service,7806-0317-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110420,20151201,1,49.144658,-122.752846
972,3,Gate,1001795858,,1308111586,75,Cast Iron,0.4,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.212685,-122.859159
973,8,LPS Lateral Gate,1001793641,,1316011631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213492,-122.856984
974,8,LPS Lateral Gate,1001699709,,1221011325,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208,-122.883236
975,3,Gate,1001897308,,1288111268,75,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190506,20190506,1,49.206936,-122.864704
976,3,Gate,1002187969,,1919502062,200,,,In Service,4708-5080-00,2018,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190520,20190520,1,49.04001,-122.691356
977,0,Ball,1000141342,28039,1265111324,75,Ductile Iron,0.9,In Service,4515,1977,Surrey,,LINE BW-A,Final AB,,,,,,,,,,,,,,,,20051121,20120423,0,49.207956,-122.871048
978,3,Gate,1001897238,,1302111586,75,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.212687,-122.860822
979,3,Gate,1001408872,,1226511430,150,,0,In Service,4706-4520-00,2012,Surrey,,Normally Closed,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209895,-122.881719
980,8,LPS Lateral Gate,1001793596,,1303711631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213497,-122.860392
981,3,Gate,1001699684,,1211111262,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.206859,-122.885966
982,3,Gate,1001793337,,1275511630,150,Cast Iron,0.8,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213496,-122.868156
983,8,LPS Lateral Gate,1002183357,,1294011585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212681,-122.863073
984,2,Expansion Joint,1001897197,,1258911428,200,,,In Service,4714-5340-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.209848,-122.872758
985,3,Gate,1001780535,,1874202474,75,Ductile Iron,41.73,In Service,7810-0301-00,2014,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20140911,20140911,1,49.047502,-122.703778
986,3,Gate,1001187148,,1343311422,250,Ductile Iron,,In Service,4706-3020-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110118,20110118,1,49.209705,-122.849449
987,0,Ball,1000141329,27986,1252111374,100,PVC Plastic,0.6,Abandoned,7885-002,1977,Surrey,,LINE BW-F,Final AB,,,,,,,,,,,,,,,,20051117,20160708,0,49.208859,-122.874629
988,3,Gate,1001721460,,1297911504,75,Ductile Iron,,In Service,7811-0022-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20131212,,1,49.211202,-122.861998
989,3,Gate,1000797400,,1519602943,300,Ductile Iron,,In Service,4703-5060-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060829,20060829,1,49.056206,-122.801377
990,3,Gate,1000816347,,1511407198,,,,In Service,7803-0022-00,,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070117,20140204,1,49.133211,-122.803335
991,0,Ball,1000141212,27627,1207710356,100,Clay Tile,0.92,Abandoned,4516,1978,Surrey,,LINE BSW-H,Final AB,,,,,,,,,,,,,,,,20051102,20160708,0,49.190458,-122.886954
992,8,LPS Lateral Gate,1001795802,,1278211275,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141104,20160708,1,49.207071,-122.867435
993,0,Ball,1000141319,27906,1237411438,75,PVC Plastic,0.49,Abandoned,4515,1977,Surrey,,LINE BW-C,Final AB,,,,,,,,,,,,,,,,20051115,20160708,0,49.210031,-122.878705
994,0,Ball,1000141359,28137,1278811472,75,Ductile Iron,0.46,Abandoned,4515,1978,Surrey,,LINE BE-B,Final AB,,,,,,,,,,,,,,,,20051124,20190501,0,49.21063,-122.867264
995,3,Gate,1002187907,,1919402481,500,,40.64,In Service,4708-5080-00,2018,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190520,20190520,1,49.04759,-122.691338
996,0,Ball,1001941233,,1671503104,50,,,In Service,7815-0005-00,2017,Surrey,,,Final AB,,,,,,,,,,,,,,,,20170724,20180206,1,49.059041,-122.759532
997,3,Gate,1001795844,,1308711546,75,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.211966,-122.858998
998,8,LPS Lateral Gate,1002183366,,1306511585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212677,-122.85962
999,3,Gate,1000818853,,1389003498,100,Ductile Iron,,In Service,7891-0415-00,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070215,20070215,1,49.0663,-122.837291
1000,3,Gate,1001811941,,1372611632,150,Cast Iron,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150310,20150310,1,49.213504,-122.841352
1001,3,Gate,1001567107,,1207110954,150,Cast Iron,,Abandoned,FT00555,,Surrey,,As per survey notes,,,,,,,,,,,,,,,,,20130212,20160708,0,49.201287,-122.887081
1002,3,Gate,1001202190,,1510607010,200,Ductile Iron,,In Service,7805-0085-00,2011,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110623,20110623,1,49.1298,-122.803557
1003,3,Gate,1001972545,,1252111421,150,Ductile Iron,,In Service,4706-4520-00,2012,Surrey,,,,,,,,,,,,,,,,,,,20171222,20171222,1,49.209719,-122.874639
